user_id,app_type,theme_name,preferred_colors,dominant_color,rating,engagement_score,comments,landing_color,header_color,button_color,background_color,text_color,date
8016468d-36bb-4fee-ace5-e0248eebb786,Education,Dark Blue,"#0b111e, #00f7ff, #ffffff, #000000, #ff0000",#00f7ff,3,50,,#0b111e,#00f7ff,#00ff00,#ffffff,#000000,2025-08-03
ca447015-b4ec-4624-bed0-ce2cdcc2d605,Education,Soft Green,"#0b111e, #57ff00, #ffffff, #326929, #ff0000",#00f7ff,3,50,"This colors gives me what i need
",#0b111e,#00f7ff,#00ff00,#ffffff,#000000,2025-08-04
9bd45337-bfed-427e-8474-84a4ac5a891d,Education,Dark Blue,"#0b111e, #00f7ff, #ffffff, #000000, #ff0000",#00f7ff,3,50,,#0b111e,#00f7ff,#00ff00,#ffffff,#000000,2025-08-04
d74af3bc-8b9f-4bf1-b362-e9e7ebad9bcb,Education,Dark Blue,"#0b111e, #00f7ff, #ffffff, #000000, #ff0000",#00f7ff,3,50,,#0b111e,#00f7ff,#00ff00,#ffffff,#000000,2025-08-04
62d09c13-1034-4940-84f7-9e1431f2bbcf,Education,Dark Blue,"#0b111e, #00f7ff, #ffffff, #000000, #ff0000",#00f7ff,3,50,,#0b111e,#00f7ff,#00ff00,#ffffff,#000000,2025-08-04
a9a9123a-2100-4bd5-a036-bf7dbd31a536,Education,Dark Blue,"#0b111e, #00f7ff, #ffffff, #000000, #ff0000",#00f7ff,3,50,,#0b111e,#00f7ff,#00ff00,#ffffff,#000000,2025-08-05
7bb29250-c25d-4c7b-a693-94ee5a6350f9,E-commerce,Vibrant Orange,"#072669, #00f7ff, #ffffff, #000000, #ff0000",#00f7ff,3,50,trftyfygyguhu89h8uh8h8h,#0b111e,#00f7ff,#00ff00,#ffffff,#000000,2025-08-12
7c12b342-c1e3-414f-934d-688b83e6d0ed,Education,Dark Blue,"#0b111e, #00f7ff, #ffffff, #000000, #ff0000",#00f7ff,3,50,,#0b111e,#00f7ff,#00ff00,#ffffff,#000000,2025-08-12
